B,Lp,Obj_mass,Obj_concentration,Obj_retentate_concentration,Obj_permeate_conductivity,Obj_retentate_conductivity
12.631579526315788,9.95338861793553,1.0319330186752722,2.0327339772512505,1.9789934188679439,3.4881691752227537,1.601270583043521
12.631579526315788,10.948727479729083,1.5944784386967126,2.102377840243091,2.0157118708068844,3.474314516881454,1.6315464781281468
12.631579526315788,11.944066341522637,2.0595346049077485,2.1870836643221576,2.13392374306523,3.464292139666665,1.7418660587235741
12.631579526315788,12.93940520331619,2.3657441674192734,2.2766810997502365,2.2804013787027375,3.457824086199481,1.8820457796166281
12.631579526315788,13.934744065109744,2.587803963168666,2.3653001395856847,2.424435149073688,3.4546244594872433,2.0216105240562516
12.631579526315788,14.930082926903296,2.759836654894061,2.45006817496731,2.555670976420657,3.454402484448641,2.1496183182801447
12.631579526315788,15.92542178869685,2.89901157706767,2.529832419676956,2.6724884821528825,3.456866917633405,2.2639707319912175
12.631579526315788,16.920760650490404,3.015033921923371,2.6043294508812878,2.77606301855665,3.4617309622653543,2.3655571723597806
12.631579526315788,17.916099512283957,3.113893406792412,2.673720570575802,2.868195846071719,3.4687170165711523,2.456016524068226
12.631579526315788,18.91143837407751,3.1995380220239324,2.7383492514137866,2.950625432560189,3.477560787708068,2.5369934499056255
12.631579526315788,19.90677723587106,3.2747047748613203,2.798619674813915,3.02484858629242,3.4880145049922753,2.609928352399975
14.210526842105262,0.9953388617935531,3.426702191308701,2.7282520581005687,3.165226081889365,3.8391512120583338,2.79993162702667
14.210526842105262,1.9906777235871063,3.3145177143910294,2.5963192734359133,3.0616058112196467,3.7822429677701885,2.6920146076669913
14.210526842105262,2.9860165853806593,3.187600826964344,2.463677508487161,2.9488671870787218,3.731892767520567,2.575769810228968
14.210526842105262,3.9813554471742125,3.0417768175896693,2.3316722112902344,2.8252380440981884,3.6875581407791023,2.449361992823285
14.210526842105262,4.976694308967765,2.8705400218559167,2.2050383394378286,2.688881315438938,3.648792827976224,2.3109961578445346
14.210526842105262,5.972033170761319,2.6630902865384876,2.0937964099913353,2.5384341976697553,3.6152312730201803,2.1594488045589095
14.210526842105262,6.967372032554872,2.3998227240085446,2.0136181035748546,2.3747525922410415,3.5865641593447997,1.995789669744588
14.210526842105262,7.962710894348425,2.0407588834418977,1.9804481792771245,2.2057961737636353,3.5625163856468602,1.8280582698125687
14.210526842105262,8.958049756141978,1.5026617126152255,1.9994901403369012,2.0570487226799665,3.542829715901707,1.680843204851622
14.210526842105262,9.95338861793553,1.084227926829751,2.0604308272106264,1.9780822738981636,3.5272503218034097,1.6007327771956272
14.210526842105262,10.948727479729083,1.6622018610892,2.1457287290434865,2.007192711910858,3.515520909218316,1.6239063843303871
14.210526842105262,11.944066341522637,2.1086935132041296,2.2405846119541906,2.1200736226542003,3.5073768834573036,1.7290748201262762
14.210526842105262,12.93940520331619,2.406528148339139,2.3360314664473023,2.26423864015166,3.502545836248676,1.8669152073560509
14.210526842105262,13.934744065109744,2.6244429908569025,2.427655923096806,2.4076279144597907,3.5007495221139413,2.005775692820466
14.210526842105262,14.930082926903296,2.7942765027638936,2.5136877116291156,2.538899317071155,3.501707456886906,2.1337767928568256
14.210526842105262,15.92542178869685,2.932283279113561,2.5936894011991023,2.6559821496063774,3.505141324464361,2.2483728013985758
14.210526842105262,16.920760650490404,3.047743029679405,2.6678348617900234,2.75987251030162,3.510779505395537,2.350268486041954
14.210526842105262,17.916099512283957,3.146422886375001,2.736546937235928,2.8523049388685866,3.518361213481765,2.44103114495523
14.210526842105262,18.91143837407751,3.2321436179953578,2.8003245456235493,2.934995811771313,3.527639911080577,2.522280031377131
