B,sigma,Obj_mass,Obj_concentration,Obj_retentate_concentration,Obj_permeate_conductivity,Obj_retentate_conductivity
1e-06,0.9473684210526315,2.098033567408658,3.0457572090602136,3.7912347687786707,3.045757004917869,1.7473768860018368
1e-06,1.0,2.150824182210407,3.045757208476718,3.7717833141429224,3.0457570040545634,1.7294108665911807
4.73684294736842,0.0,1.7636354941472387,2.2148026234151095,3.813408118887207,3.037845824587058,1.7698496091253646
4.73684294736842,0.05263157894736842,1.6938644405741041,2.215863791090667,3.8022300390375885,3.0380894940506504,1.7595110768844324
4.73684294736842,0.10526315789473684,1.621353700714826,2.2169145529359495,3.791357870570044,3.0383321176360303,1.749466356674395
4.73684294736842,0.15789473684210525,1.5460841198603128,2.217955306113816,3.7807957382752484,3.038573743863386,1.739718730290958
4.73684294736842,0.21052631578947367,1.4681876967720862,2.2189864273916458,3.7705476524479096,3.0388144187554706,1.7302713416265325
4.73684294736842,0.2631578947368421,1.3880520846811464,2.220008274385585,3.760617467972842,3.0390541859785167,1.7211271626723612
4.73684294736842,0.3157894736842105,1.3064799686757056,2.2210211867143235,3.751008844480749,3.0392930869744,1.7122889608407241
4.73684294736842,0.3684210526315789,1.2249164517222375,2.222025487070142,3.7417252078039884,3.0395311610846067,1.7037592677858644
4.73684294736842,0.42105263157894735,1.145734351675508,2.2230214822141923,3.7327697129837434,3.0397684456665024,1.6955403499132797
4.73684294736842,0.47368421052631576,1.072499116692062,2.224009463902299,3.7241452090941967,3.0400049762024177,1.687634180772442
4.73684294736842,0.5263157894736842,1.0100027075013207,2.2249897097469873,3.7158542061563615,3.040240786402006,1.680042415527739
4.73684294736842,0.5789473684210527,0.9637205526709561,2.2259624840209056,3.7078988444145526,3.0404759082983164,1.6727663676970832
4.73684294736842,0.631578947368421,0.9384562563417042,2.2269280384062946,3.7002808662413447,3.0407103723380233,1.665806988336824
4.73684294736842,0.6842105263157894,0.9365667106360546,2.2278866126948,3.693001590922923,3.0409442074661563,1.6591648478359469
