sigma,Lp,Obj_mass,Obj_concentration,Obj_retentate_concentration,panel_id
0.0816326530612245,6.89424489795918,-1.1804021015468726,-1.5087227695586596,0.7975657370194708,A
0.0816326530612245,7.03616326530612,-1.141161795573642,-1.4863789027685748,0.8646549117416735,A
0.0816326530612245,7.17808163265306,-1.1036249939964038,-1.4642481862992656,0.9306254874416306,A
0.0816326530612245,7.32,-1.0676541083377142,-1.4420178767299898,0.9957289188175668,A
0.102040816326531,0.366,-1.0441603618806754,0.496253132956086,0.3599387375381135,A
0.102040816326531,0.507918367346939,-1.0797073909590325,0.3693837490297721,0.3382461319699313,A
0.102040816326531,0.649836734693878,-1.1167377746207765,0.2471206152641208,0.3149129265871664,A
0.102040816326531,0.791755102040816,-1.155382702294861,0.128930031248522,0.2899065234242415,A
0.102040816326531,0.933673469387755,-1.1957902006925634,0.0141686797069359,0.2631608879143315,A
0.102040816326531,1.07559183673469,-1.2381284865662634,-0.0978246060920183,0.2345786483260726,A
0.102040816326531,1.21751020408163,-1.2825900231240237,-0.2076967910941166,0.2040311176361771,A
0.102040816326531,1.35942857142857,-1.3293965165648225,-0.3160731841762743,0.1713564718609599,A
0.102040816326531,1.50134693877551,-1.378805157276637,-0.4235608638207764,0.1363560944279483,A
0.102040816326531,1.64326530612245,-1.4311165097050609,-0.5307573217795648,0.0987889042462386,A
0.102040816326531,1.78518367346939,-1.486684595507879,-0.6382619360280078,0.0583632396031201,A
0.102040816326531,1.92710204081633,-1.5459299127361403,-0.7466893850880044,0.0147256082350359,A
0.102040816326531,2.06902040816327,-1.6093564069789068,-0.8566847493493608,-0.032554826724133,A
