B,Lp,Obj_mass,Obj_concentration,Obj_retentate_concentration,panel_id
0.122449918367347,2.63669387755102,-1.810349388742852,-0.4181570124844308,-0.387606383727705,A
0.122449918367347,2.77861224489796,-1.8885208538023397,-0.4042984906437843,-0.4733692504909952,A
0.122449918367347,2.9205306122449,-1.973672761039397,-0.391945004757062,-0.5708673565379832,A
0.122449918367347,3.06244897959184,-2.0670410312100227,-0.3808774833410669,-0.683454967011226,A
0.122449918367347,3.20436734693878,-2.1701462851699636,-0.3709177232309383,-0.8161506544536902,A
0.122449918367347,3.34628571428571,-2.284821177173653,-0.361919363909544,-0.9769583203110274,A
0.122449918367347,3.48820408163265,-2.413132013158599,-0.3537611416647639,-1.179829268025847,A
0.122449918367347,3.63012244897959,-2.556933056177873,-0.3463417806318126,-1.4525402329531083,A
0.122449918367347,3.77204081632653,-2.7162568027670173,-0.3395760784448425,-1.86433057399031,A
0.122449918367347,3.91395918367347,-2.884350090344358,-0.3333918743788163,-2.69734616600304,A
0.122449918367347,4.05587755102041,-3.0356574965133474,-0.3277276766978457,-2.962671871028857,A
0.122449918367347,4.19779591836735,-3.114639516591092,-0.3225307894832945,-1.9291790825308877,A
0.122449918367347,4.33971428571429,-3.0739715649453307,-0.3177558190373301,-1.4561899685532624,A
0.122449918367347,4.48163265306122,-2.9411639151386213,-0.3133634777196046,-1.1443757417271354,A
0.122449918367347,4.62355102040816,-2.7770944723821636,-0.3093196217917214,-0.9098389069883682,A
0.122449918367347,4.7654693877551,-2.616560201235031,-0.3055944455442336,-0.7207379803663422,A
0.122449918367347,4.90738775510204,-2.47055401519753,-0.3021618462692787,-0.5615448642572768,A
0.122449918367347,5.04930612244898,-2.3403897011940713,-0.29899889273858,-0.4235135144350402,A
0.122449918367347,5.19122448979592,-2.2245194190328466,-0.2960853731631307,-0.3012282021920359,A
0.122449918367347,5.33314285714286,-2.1208661673901377,-0.2934034363851735,-0.1911009812437386,A
0.122449918367347,5.4750612244898,-2.027507406835857,-0.2909372740467915,-0.0906313411341481,A
0.122449918367347,5.61697959183673,-1.9428263328160136,-0.2886728660366335,0.0019938240750698,A
0.122449918367347,5.75889795918367,-1.8655041116867133,-0.2865977605568596,0.0881316623734284,A
0.122449918367347,5.90081632653061,-1.7944727829566909,-0.2847008848546474,0.1688249121712939,A
0.122449918367347,6.04273469387755,-1.728865605786848,-0.282972387451054,0.2448925227495363,A
0.122449918367347,6.18465306122449,-1.6679746962961348,-0.2814035042399848,0.3169898639328931,A
0.122449918367347,6.32657142857143,-1.6112172963400295,-0.2799864412161066,0.3856499069536366,A
0.122449918367347,6.46848979591837,-1.5581095851915563,-0.2787142727927498,0.4513122111888368,A
0.122449918367347,6.61040816326531,-1.5082465037875004,-0.2775808596515711,0.5143439138393556,A
0.122449918367347,6.75232653061224,-1.4612861905740102,-0.276580772097515,0.5750550402819499,A
0.122449918367347,6.89424489795918,-1.4169379218076985,-0.2757092270779279,0.6337100272652251,A
0.122449918367347,7.03616326530612,-1.3749526995460897,-0.2749620325239026,0.6905364643703185,A
0.122449918367347,7.17808163265306,-1.3351158507747198,-0.2743355405070394,0.7457318476585942,A
0.122449918367347,7.32,-1.2972411572421434,-0.2738266049111188,0.7994688375706396,A
0.163266224489796,0.366,-1.039869714379826,-0.9820018068339904,0.3249004097773935,A
0.163266224489796,0.507918367346939,-1.0732645654382196,-1.432082154098877,0.2991438072246798,A
0.163266224489796,0.649836734693878,-1.1078639301432258,-1.7785639916089149,0.2720126596996039,A
0.163266224489796,0.791755102040816,-1.1437788570354708,-1.6728043756984314,0.243397376220442,A
0.163266224489796,0.933673469387755,-1.1811278031940509,-1.413264549030576,0.2131697939767282,A
