sigma,beta_1,log10_obj_cr
0.29411764705882354,0.19205759481735765,nan
0.3529411764705882,0.19205759481735765,nan
0.4117647058823529,0.19205759481735765,nan
0.47058823529411764,0.19205759481735765,2.0043792084284138
0.5294117647058824,0.19205759481735765,nan
0.5882352941176471,0.19205759481735765,nan
0.6470588235294118,0.19205759481735765,nan
0.7058823529411764,0.19205759481735765,nan
0.7647058823529411,0.19205759481735765,nan
0.8235294117647058,0.19205759481735765,nan
0.8823529411764706,0.19205759481735765,nan
0.9411764705882353,0.19205759481735765,nan
1.0,0.19205759481735765,nan
0.0,0.21236609375031903,nan
0.058823529411764705,0.21236609375031903,nan
0.11764705882352941,0.21236609375031903,nan
0.1764705882352941,0.21236609375031903,nan
0.23529411764705882,0.21236609375031903,nan
0.29411764705882354,0.21236609375031903,nan
0.3529411764705882,0.21236609375031903,nan
0.4117647058823529,0.21236609375031903,nan
0.47058823529411764,0.21236609375031903,nan
0.5294117647058824,0.21236609375031903,nan
0.5882352941176471,0.21236609375031903,nan
0.6470588235294118,0.21236609375031903,nan
0.7058823529411764,0.21236609375031903,nan
0.7647058823529411,0.21236609375031903,nan
0.8235294117647058,0.21236609375031903,nan
0.8823529411764706,0.21236609375031903,nan
0.9411764705882353,0.21236609375031903,nan
1.0,0.21236609375031903,nan
0.0,0.2326745926832804,nan
0.058823529411764705,0.2326745926832804,2.047546339900979
0.11764705882352941,0.2326745926832804,nan
0.1764705882352941,0.2326745926832804,2.041979895521193
0.23529411764705882,0.2326745926832804,2.039174561685418
0.29411764705882354,0.2326745926832804,nan
0.3529411764705882,0.2326745926832804,nan
0.4117647058823529,0.2326745926832804,nan
0.47058823529411764,0.2326745926832804,nan
0.5294117647058824,0.2326745926832804,nan
0.5882352941176471,0.2326745926832804,nan
0.6470588235294118,0.2326745926832804,nan
0.7058823529411764,0.2326745926832804,nan
0.7647058823529411,0.2326745926832804,nan
0.8235294117647058,0.2326745926832804,nan
0.8823529411764706,0.2326745926832804,nan
0.9411764705882353,0.2326745926832804,nan
1.0,0.2326745926832804,nan
0.0,0.2529830916162417,2.057656673038505
0.058823529411764705,0.2529830916162417,2.0551140190713615
0.11764705882352941,0.2529830916162417,nan
0.1764705882352941,0.2529830916162417,nan
0.23529411764705882,0.2529830916162417,nan
0.29411764705882354,0.2529830916162417,nan
0.3529411764705882,0.2529830916162417,nan
0.4117647058823529,0.2529830916162417,nan
0.47058823529411764,0.2529830916162417,nan
0.5294117647058824,0.2529830916162417,nan
0.5882352941176471,0.2529830916162417,nan
0.6470588235294118,0.2529830916162417,nan
0.7058823529411764,0.2529830916162417,nan
0.7647058823529411,0.2529830916162417,nan
0.8235294117647058,0.2529830916162417,nan
0.8823529411764706,0.2529830916162417,nan
0.9411764705882353,0.2529830916162417,nan
1.0,0.2529830916162417,nan
0.0,0.2732915905492031,2.064045267997201
0.058823529411764705,0.2732915905492031,2.061689070558461
0.11764705882352941,0.2732915905492031,nan
0.1764705882352941,0.2732915905492031,nan
0.23529411764705882,0.2732915905492031,nan
0.29411764705882354,0.2732915905492031,nan
0.3529411764705882,0.2732915905492031,nan
0.4117647058823529,0.2732915905492031,nan
0.47058823529411764,0.2732915905492031,nan
0.5294117647058824,0.2732915905492031,nan
