beta_0,Lp,log10_obj_cr
3.183787120245023,12.064799741746937,nan
0.10609390400816746,13.07909706516814,nan
0.28713468143386484,13.07909706516814,nan
0.46817545885956224,13.07909706516814,nan
0.6492162362852596,13.07909706516814,nan
0.830257013710957,13.07909706516814,nan
1.0112977911366543,13.07909706516814,nan
1.1923385685623518,13.07909706516814,nan
1.373379345988049,13.07909706516814,nan
1.5544201234137465,13.07909706516814,nan
1.735460900839444,13.07909706516814,nan
1.9165016782651412,13.07909706516814,nan
2.0975424556908386,13.07909706516814,nan
2.278583233116536,13.07909706516814,nan
2.4596240105422336,13.07909706516814,nan
2.6406647879679306,13.07909706516814,nan
2.821705565393628,13.07909706516814,nan
3.0027463428193255,13.07909706516814,nan
3.183787120245023,13.07909706516814,nan
0.10609390400816746,14.093394388589344,nan
0.28713468143386484,14.093394388589344,nan
0.46817545885956224,14.093394388589344,nan
0.6492162362852596,14.093394388589344,nan
0.830257013710957,14.093394388589344,nan
1.0112977911366543,14.093394388589344,nan
1.1923385685623518,14.093394388589344,nan
1.373379345988049,14.093394388589344,nan
1.5544201234137465,14.093394388589344,nan
1.735460900839444,14.093394388589344,nan
1.9165016782651412,14.093394388589344,nan
2.0975424556908386,14.093394388589344,nan
2.278583233116536,14.093394388589344,nan
2.4596240105422336,14.093394388589344,nan
2.6406647879679306,14.093394388589344,nan
2.821705565393628,14.093394388589344,nan
3.0027463428193255,14.093394388589344,nan
3.183787120245023,14.093394388589344,nan
0.10609390400816746,15.107691712010546,nan
0.28713468143386484,15.107691712010546,nan
0.46817545885956224,15.107691712010546,nan
0.6492162362852596,15.107691712010546,nan
0.830257013710957,15.107691712010546,nan
1.0112977911366543,15.107691712010546,nan
1.1923385685623518,15.107691712010546,nan
1.373379345988049,15.107691712010546,nan
1.5544201234137465,15.107691712010546,nan
1.735460900839444,15.107691712010546,nan
1.9165016782651412,15.107691712010546,nan
2.0975424556908386,15.107691712010546,nan
2.278583233116536,15.107691712010546,nan
2.4596240105422336,15.107691712010546,nan
2.6406647879679306,15.107691712010546,nan
2.821705565393628,15.107691712010546,nan
3.0027463428193255,15.107691712010546,nan
3.183787120245023,15.107691712010546,nan
0.10609390400816746,16.12198903543175,nan
0.28713468143386484,16.12198903543175,nan
0.46817545885956224,16.12198903543175,nan
0.6492162362852596,16.12198903543175,nan
0.830257013710957,16.12198903543175,nan
1.0112977911366543,16.12198903543175,nan
1.1923385685623518,16.12198903543175,nan
1.373379345988049,16.12198903543175,nan
1.5544201234137465,16.12198903543175,nan
