# source: NF270_MC5.xlsx / 06.27.26_CaCl2
# salt: CaCl2, ICP molar mass = 40.08 g/mol [elemental cation]
# calibration: cond = 0.000000 + 149.730000 * c_mM (source: given (embedded MC5 05.27.26_CaCl2 formula), n=0, R^2=n/a (given, not fit))
# ionic strength: I = 3.0 * c_salt (valence-aware, z=2)
# CP: solution D_s = 1.332715e-09 m^2/s, k = 2.247058e-05 m/s
# apply_cp: True
# WARNING: calibration is APPROXIMATED (not fit from this run's own vial data) -- see process_raw_multisalt.py module docstring; PROVISIONAL
c_int_mM,ionic_strength_mM,rejection,c_p_mM,Jw_m3_m2_s,B_um_s,time_s,ret_cond_uS_cm,perm_cond_uS_cm
1.4475936772648088,4.342781031794426,0.9723679367848725,0.04,-7.653687884656374e-09,-0.00021749708053616086,0.324,216.82000000000002,17.62
1.4473589893461694,4.3420769680385085,0.972363456271433,0.04,-1.1400516926694791e-08,-0.0003240258388370758,7.342,216.82000000000002,17.56
1.451313339424442,4.353940018273326,0.9724387567361139,0.04,-1.433528274434297e-08,-0.000406296244608278,14.094,217.44,17.68
1.4525043606861177,4.357513082058353,0.972461356342431,0.04,-1.6623809810117576e-08,-0.00047076130234508114,21.068,217.64,18.03
1.45312723993733,4.35938171981199,0.9724731607111535,0.04,-1.8392493494716133e-08,-0.0005206181856782214,27.847,217.75,18.41
1.4536429372283894,4.360928811685168,0.9724829261880041,0.04,-1.9741868494022176e-08,-0.0005586097584932839,34.713,217.84,19.060000000000002
1.454180022139296,4.362540066417888,0.9724930893073648,0.04,-2.0750337790603644e-08,-0.0005869221022996392,41.519,217.93,19.689999999999998
1.4546680011922055,4.364004003576617,0.9725023167023561,0.04,-2.1478175834104837e-08,-0.0006072994035633575,48.587,218.01000000000002,20.580000000000002
1.455503917866339,4.366511753599017,0.9725181090143425,0.04,-2.197795578336361e-08,-0.0006210637923628527,55.263,218.14,21.39
1.4561514404756724,4.368454321427017,0.9725303296840242,0.04,-2.2290434411446356e-08,-0.0006296059524243877,62.137,218.23999999999998,22.49
1.4554608686171224,4.366382605851367,0.9725172961620018,0.04,-3.9601841248254556e-08,-0.0011191221778372377,68.896,218.29999999999998,23.33
1.4555452836888165,4.36663585106645,0.9725188900350614,0.04,-5.413189772840272e-08,-0.0015296408628437126,75.897,218.45000000000002,24.59
1.4562885274369999,4.368865582311,0.9725329155271187,0.04,-5.079611136504252e-08,-0.001434626077412805,82.455,218.53,25.52
1.4582114294299888,4.3746342882899665,0.9725691355912387,0.04,-3.299163914900141e-08,-0.000930513983017652,88.972,218.65,26.58
1.458980585376728,4.376941756130184,0.9725835967929132,0.04,-1.7638057472977117e-08,-0.000497203630683766,96.022,218.62,27.580000000000002
1.4618233879284168,4.38547016378525,0.9726369133711256,0.04,-4.34657932640244e-09,-0.00012228183509445194,102.709,218.92000000000002,28.77
