# source: NF270_MC2.xlsx / 05.21.24_LaCl3
# salt: LaCl3, ICP molar mass = 138.91 g/mol [elemental cation]
# calibration: cond = 93.837166 + 260.083682 * c_mM (source: fit, n=14, R^2=0.999111)
# ionic strength: I = 6.0 * c_salt (valence-aware, z=3)
# CP: solution D_s = 1.300696e-09 m^2/s, k = 2.210742e-05 m/s
# apply_cp: False
c_int_mM,ionic_strength_mM,rejection,c_p_mM,Jw_m3_m2_s,B_um_s,time_s,ret_cond_uS_cm,perm_cond_uS_cm
0.8970298787910285,5.382179272746171,0.9554083972610701,0.04,1.8725489796017163e-07,0.00873971386968787,0.29,327.14,34.83
0.90148998174783,5.40893989048698,0.955629013289258,0.04,1.748921749916546e-07,0.008120450786291231,7.245,328.29999999999995,34.38999999999999
0.9034124399188652,5.420474639513191,0.9557234345770218,0.04,1.6374492335308523e-07,0.007585942281233397,13.729,328.79999999999995,32.84
0.9041429740238588,5.424857844143153,0.9557592093847931,0.04,1.5353649194600098e-07,0.007106994863642177,20.233,328.99,30.39
0.9049888556191141,5.429933133714685,0.9558005606901805,0.04,1.4421244298507315e-07,0.006668869410200823,26.7,329.21,34.72
0.9071420087706736,5.442852052624042,0.9559054705732275,0.04,1.3575299930551976e-07,0.006262088466823261,33.109,329.77,35.11
0.9089875686148675,5.453925411689205,0.9559949977523314,0.04,1.279926172674626e-07,0.005891574143988176,39.496,330.25,36.49
0.9120250525251032,5.4721503151506194,0.9561415556631335,0.04,1.209152739066689e-07,0.00554641284933442,45.868,331.04,37.330000000000005
0.9147933922913938,5.488760353748363,0.956274279703959,0.04,1.1447021759273356e-07,0.00523416013890528,52.469,331.76,37.67
0.9174848337308431,5.504909002385059,0.9564025490891825,0.04,1.085514337212054e-07,0.004948299026875358,58.854,332.46,37.86
0.919830232699506,5.518981396197036,0.9565137146203506,0.04,1.0304649998078184e-07,0.0046848356035510755,65.25,333.07,37.699999999999996
0.9227523691194798,5.536514214716878,0.9566514253025767,0.04,9.798102351009449e-08,0.00443979656980486,71.753,333.83000000000004,37.510000000000005
0.9255207088857703,5.553124253314622,0.9567810859163208,0.04,9.331399129108935e-08,0.0042151014811840646,78.212,334.55,37.07
0.9284043961423232,5.5704263768539395,0.9569153268056391,0.04,8.899179648688609e-08,0.004006814773691396,85.308,335.3,36.62
0.9309804900915102,5.585882940549061,0.9570345453790678,0.04,7.126747929840522e-08,0.0031995079618897396,91.867,335.96999999999997,36.14
0.9341717706554288,5.6050306239325725,0.9571813222616057,0.04,5.578823679359486e-08,0.002495638472357589,98.931,336.8,35.72
0.9367094154411951,5.6202564926471705,0.957297322584123,0.04,5.464560874647956e-08,0.0024376061098719728,105.531,337.46,35.35
0.9400544926587967,5.64032695595278,0.957449275215029,0.04,5.348901453471348e-08,0.002377145604893535,112.675,338.33000000000004,35.03
0.942707484934825,5.65624490960895,0.957569022587356,0.04,5.233126895220089e-08,0.0023188583157025306,119.289,339.02,34.71
0.9458603163353227,5.675161898011936,0.9577104575494007,0.04,7.286013790361312e-08,0.003217279158374897,126.253,339.84,34.45
0.9485133086113514,5.691079851668109,1.241787185837445,-0.22933836361850257,1.21775879904954e-07,-0.023710864180999693,132.932,340.53,34.19
0.9518968349923733,5.7113810099542395,1.2416144175944206,-0.22999199939665452,1.9445193478213066e-07,-0.037839759515292434,139.89,341.40999999999997,34.02
0.9544729289415605,5.726837573649363,1.2417276870885192,-0.23072253350164793,2.866548401824365e-07,-0.055803226609611574,146.682,342.08,33.83
