sigma,Lp,Obj_mass,Obj_concentration,Obj_retentate_concentration
0,0.366,-1.04447105766783,0.495187507789306,0.359746511477664
0,0.507918367346939,-1.08019843209344,0.367806394708153,0.337934985607322
0,0.649836734693878,-1.11744220092026,0.245003880034237,0.314456878343611
0,0.791755102040816,-1.15633518829246,0.126251641548838,0.289277876017066
0,0.933673469387755,-1.19702821622123,0.0109064787283749,0.262329433282888
0,1.07559183673469,-1.2396934532488,-0.101696069843042,0.23351077920757
0,1.21751020408163,-1.28452856280631,-0.21220863771691,0.202688807290121
0,1.35942857142857,-1.33176188524801,-0.321264118659766,0.169696061187373
0,1.50134693877551,-1.38165896819202,-0.429478973169254,0.134326806692254
0,1.64326530612245,-1.43453087178469,-0.537462062225006,0.0963309805155839
0,1.78518367346939,-1.49074483159016,-0.645826431681182,0.0554055167980591
0,1.92710204081633,-1.55073807913219,-0.755203360474132,0.0111823514729352
0,2.06902040816327,-1.61503591963804,-0.866258234283173,-0.0367881997246133
0,2.2109387755102,-1.68427556746228,-0.979708448848054,-0.0890605468257758
0,2.35285714285714,-1.75923773783191,-1.09634320719518,-0.14632640616916
0,2.49477551020408,-1.84088849041726,-1.21704414401043,-0.209461800774973
0,2.63669387755102,-1.93043390086691,-1.3428035811471,-0.279596553092125
0,2.77861224489796,-2.02938837635843,-1.47473113762941,-0.358220376939601
0,2.9205306122449,-2.13964918560595,-1.61402439852633,-0.447351463908966
0,3.06244897959184,-2.26353989383678,-1.7618432632464,-0.549817206654501
0,3.20436734693878,-2.40368350758863,-1.91893797106684,-0.669750341418002
0,3.34628571428571,-2.56222325947002,-2.08467300595461,-0.813534754222994
0,3.48820408163265,-2.73779871809805,-2.25469075418893,-0.991798652141904
0,3.63012244897959,-2.91585421534048,-2.41623564358501,-1.224244052488
0,3.77204081632653,-3.04831731230547,-2.54289416489755,-1.55408699210034
0,3.91395918367347,-3.05963722091374,-2.60110742790221,-2.10995306899602
