time,cp,mp,cf,sigma,Jw,Lp,B
745,0.635342973,0.449999999999999,4.46262941253605,0.857630353258721,0.000414173953060285,3.77741953979734,0.687543289047324
1045,0.522956799,0.540000000000001,4.69822445254817,0.888690545911155,0.000478935698447894,4.38723577907551,0.599872153284102
1310,0.532110411,0.49,4.93726378280094,0.892225646753245,0.000497967479674797,4.5748345862013,0.601508410514348
1575,0.541819653,0.49,5.20481255591926,0.895900256314936,0.000497967479674797,4.58979940288437,0.578616722478325
1835,0.601100663,0.48,5.4967255953646,0.890643865593926,0.000498183705241308,4.60538432214088,0.611686065933379
2130,0.551622215,0.49,5.83897145078531,0.905527502634765,0.000412111017661901,3.82878239449785,0.429950022688065
