Lp,B,sigma,Obj_mass,Obj_concentration,Obj_retentate_concentration
0.9311560658468635,22.39554052380605,0.8888888888888888,3.399055901781026,2.7573596074604416,3.1893502814487755
0.9311560658468635,22.39554052380605,1.0,3.3991355167441593,2.7574122801667333,3.1893931934142308
0.9311560658468635,25.068259351749983,0.0,3.3984143802950744,2.7546672608976768,3.189076704922913
0.9311560658468635,25.068259351749983,0.1111111111111111,3.3984867929693996,2.7547159715061635,3.1891155564000893
0.9311560658468635,25.068259351749983,0.2222222222222222,3.398559100836951,2.7547646449422647,3.1891543713904986
0.9311560658468635,25.068259351749983,0.3333333333333333,3.398631304162634,2.754813281261648,3.1891931499615507
0.9311560658468635,25.068259351749983,0.4444444444444444,3.398703403210397,2.7548618805198513,3.1892318921804623
0.9311560658468635,25.068259351749983,0.5555555555555556,3.3987753982432376,2.754910442772282,3.1892705981142595
0.9311560658468635,25.068259351749983,0.6666666666666666,3.3988472895232045,2.754958968074222,3.189309267829775
0.9311560658468635,25.068259351749983,0.7777777777777777,3.3989190773114064,2.7550074564808207,3.1893479013936537
0.9311560658468635,25.068259351749983,0.8888888888888888,3.39899076186801,2.7550559080471038,3.189386498872349
0.9311560658468635,25.068259351749983,1.0,3.39906234345225,2.7551043228279677,3.1894250603321277
0.9311560658468635,27.740978179693915,0.0,3.3984143802950744,2.7528082757328214,3.1891349060654814
0.9311560658468635,27.740978179693915,0.1111111111111111,3.3984800883203516,2.752853298349413,3.1891701574208273
0.9311560658468635,27.740978179693915,0.2222222222222222,3.3985457097912075,2.752898289340639,3.189205378647568
0.9311560658468635,27.740978179693915,0.3333333333333333,3.398611244907122,2.752943248750199,3.1892405697964423
0.9311560658468635,27.740978179693915,0.4444444444444444,3.3986766938669204,2.7529881766217006,3.1892757309180624
0.9311560658468635,27.740978179693915,0.5555555555555556,3.398742056868771,2.7530330729986567,3.189310862062905
0.9311560658468635,27.740978179693915,0.6666666666666666,3.3988073341101908,2.7530779379244867,3.189345963281317
0.9311560658468635,27.740978179693915,0.7777777777777777,3.3988725257880485,2.753122771442517,3.189381034623512
0.9311560658468635,27.740978179693915,0.8888888888888888,3.3989376320985634,2.75316757359598,3.1894160761395787
0.9311560658468635,27.740978179693915,1.0,3.3990026532373165,2.7532123444280177,3.18945108787947
