sigma,Lp,Obj_mass,Obj_concentration,Obj_retentate_concentration,Obj_permeate_conductivity,Obj_retentate_conductivity
0.07142857142857142,7.749423995392664,1.9782185380071713,2.0536946000263576,3.830619096102924,3.448302380961847,1.8066045255429641
0.07142857142857142,9.100241022112485,1.3480220821606093,2.0071939711887565,3.667698417170644,3.409273225486411,1.6429522811551527
0.07142857142857142,10.451058048832307,1.9700809415331717,2.0288901654489204,3.733718941314557,3.3797435221849104,1.6967974624690787
0.07142857142857142,11.801875075552129,2.4861798115680873,2.106951509901085,3.9514549909241716,3.3591722151594525,1.9017588515730708
0.0,17.205143182431417,3.439815109463281,2.5739607309479355,4.696830944421012,3.355658173263736,2.6271829705039385
0.0,18.55596020915124,3.571762338477764,2.679292864660856,4.8167875257243535,3.370594261391629,2.7445406794455374
0.0,19.90677723587106,3.686382245581412,2.776914320559801,4.920907416392231,3.390239101231621,2.846350635119477
0.07142857142857142,0.9953388617935531,3.426422526718479,2.7416853884884502,4.8124527090412705,3.816637591783009,2.799313578372414
0.0,11.801875075552129,2.5268532029292294,2.1101737574339983,3.964978293689214,3.3593284922221756,1.9145912597631565
0.0,13.152692102271951,2.855288539717215,2.220951777901242,4.193984416767157,3.347357066428095,2.1359030277284594
0.0,14.503509128991773,3.095565546885422,2.3416675569993624,4.391247598703005,3.3432371760059674,2.3282499878830385
0.0,15.854326155711595,3.2844191478309064,2.4609326948619152,4.556830335303627,3.346264117787133,2.4901817958342356
0.07142857142857142,2.3461558885133753,3.2686406930372596,2.585554860213542,4.66681657791453,3.7150506691573297,2.6479859599371696
0.07142857142857142,3.6969729152331974,3.0766485288093746,2.4341028313242603,4.4992821726635155,3.6294361973333586,2.476222467033426
0.07142857142857142,5.047789941953019,2.831935497416702,2.2880562629080266,4.303378256052488,3.557440057062667,2.2777050849140434
0.07142857142857142,6.3986069686728415,2.4963029251499997,2.155317699032179,4.074967711487486,3.497431845503305,2.0488856712369454
0.0,6.3986069686728415,2.4892071396722435,2.1545572476649135,4.072659506359694,3.4973517867772888,2.046634440506817
0.0,7.749423995392664,1.9614484104539571,2.052989656185352,3.8276305759549025,3.448225350143225,1.8037220126929532
0.0,9.100241022112485,1.3773251719198871,2.007189541150208,3.66841316810696,3.4092268057593658,1.6434861165549508
0.0,10.451058048832307,2.0231360887879397,2.0303231157391615,3.742687334977215,3.3797694387166044,1.7050995384313412
0.0,0.9953388617935531,3.426390964630935,2.741663387372201,4.81243143499107,3.816632515325099,2.7992914258324255
0.0,2.3461558885133753,3.2683717148182265,2.585436508777026,4.666663446732444,3.7150280329393577,2.647829521179124
0.0,3.6969729152331974,3.075646356700158,2.433806384101216,4.498780905926525,3.629390853026665,2.4757184235179293
0.0,5.047789941953019,2.829124502177174,2.2875159807080356,4.302177801218745,3.5573733612900162,2.276515946339007
0.07142857142857142,13.152692102271951,2.818925760237341,2.215990384615171,4.17903201219135,3.346995566580498,2.1215928905859727
0.07142857142857142,14.503509128991773,3.0603950732341443,2.3351444036060593,4.375781149955282,3.342580277416184,2.313423842699207
0.07142857142857142,15.854326155711595,3.249002659333918,2.452991734863114,4.541045111365098,3.345209826454561,2.475064604210798
0.07142857142857142,17.205143182431417,3.4033564746649647,2.5646830805304046,4.68075402769005,3.354097556826957,2.6118150247436684
0.07142857142857142,18.55596020915124,3.533758803980195,2.668711672699875,4.800422501110547,3.3684168525624902,2.728929792947741
0.07142857142857142,19.90677723587106,3.646484586144697,2.765033681328248,4.904270351482079,3.3873379789708924,2.8305119257032425
0.14285714285714285,0.9953388617935531,3.4264540659854275,2.7417073818611764,4.812473972690386,3.8166426673298703,2.799335720224858
0.14285714285714285,2.3461558885133753,3.2689089597362204,2.5856730990603363,4.666969447846289,3.7150732964617745,2.6481421371466003
0.14285714285714285,19.90677723587106,3.6076843291972045,2.753616248720223,4.887872887944666,3.3845974577131233,2.8148948212537843
0.21428571428571427,0.9953388617935531,3.426485582459922,2.741729367495075,4.812495225947855,3.816647741966087,2.799357851399342
0.21428571428571427,2.3461558885133753,3.269176517963699,2.585791225479484,4.66712205733474,3.7150959148596083,2.6482980536006955
0.21428571428571427,3.6969729152331974,3.0786363017896274,2.4346943488961363,4.500279642212523,3.6295268184054224,2.477225593997675
0.14285714285714285,9.100241022112485,1.3252766859130103,2.0072178847665922,3.667205564354845,3.4093205906591026,1.6426200348002855
0.14285714285714285,10.451058048832307,1.915296204567395,2.027505070906529,3.7250511667836093,3.379720294527956,1.688779864691944
0.14285714285714285,11.801875075552129,2.4448985713607714,2.103810912192856,3.9381184168729213,3.3590223631402676,1.8891085680448387
0.14285714285714285,13.152692102271951,2.7824296743504697,2.211148035320684,4.164222569748202,3.3466475697373714,2.107420150317932
0.14285714285714285,14.503509128991773,3.0253737014835163,2.328784923352902,4.360463341491579,3.3419489931703406,2.2987376335511573
0.14285714285714285,15.854326155711595,3.2139664014302194,2.4452697362652724,4.525431018574178,3.344200177859836,2.4601067784802297
0.14285714285714285,17.205143182431417,3.3675026779540222,2.5556922335575885,4.66487452205248,3.352609396859253,2.596630029665757
0.14285714285714285,18.55596020915124,3.496596269932684,2.6584985852286027,4.784279019790411,3.3663501392851916,2.7135238301440903
0.14285714285714285,3.6969729152331974,3.0776451615463927,2.4343988192512644,4.499781748158254,3.6294815191236705,2.476724854071635
0.14285714285714285,5.047789941953019,2.834719902649454,2.2885954603405527,4.304572539418994,3.557506726304296,2.278888315950873
0.14285714285714285,6.3986069686728415,2.5032987300672946,2.156077028320873,4.0772634877301375,3.4975119266837043,2.051125386331654
0.14285714285714285,7.749423995392664,1.9948932663218786,2.0544029585637595,3.8336284469380564,3.448379660015912,1.809506654613758
0.21428571428571427,5.047789941953019,2.83747806523019,2.2891335762749176,4.305760698570738,3.5575733689654006,2.280065682954075
0.21428571428571427,6.3986069686728415,2.510195724413361,2.1568352313613284,4.07954681414642,3.497592029679568,2.0533535589959047
0.21428571428571427,7.749423995392664,2.0114306215924,2.0551146227844246,3.83665644458186,3.4484571823562256,1.8124264317308347
0.21428571428571427,9.100241022112485,1.309741598204851,2.0072607516328995,3.6669268789931855,3.4093688758831777,1.6424824025672375
0.2857142857142857,6.3986069686728415,2.516995141476063,2.1575923040545457,4.081817676420589,3.4976721538578843,2.05557016860273
0.2857142857142857,7.749423995392664,2.027796211163934,2.0558294868125864,3.8397010175776405,3.4485349431780206,1.8153619866151722
0.2857142857142857,9.100241022112485,1.3017511600168692,2.007322062237537,3.6668546640773085,3.4094180569024375,1.6425324557021306
0.2857142857142857,10.451058048832307,1.799903923004025,2.0248727977667325,3.7086225702455216,3.3796815266103364,1.6736007588474024
0.2857142857142857,11.801875075552129,2.360258109188982,2.097763118265786,3.9120115915624014,3.358740787613551,1.8643600858193428
0.2857142857142857,13.152692102271951,2.70888476370304,2.201799449069778,4.135022855271914,3.3459891587099535,2.0794783472034992
0.2857142857142857,14.503509128991773,2.955627311716928,2.31652148779738,4.330252155065496,3.340756737578772,2.2697655141308832
0.2857142857142857,15.854326155711595,3.1448457726679164,2.430426335187098,4.49468572825034,3.3423017473600463,2.430641296654569
0.21428571428571427,15.854326155711595,3.1792620353494168,2.4377522485406833,4.509980286638454,3.3432318125290093,2.445301202046622
0.21428571428571427,17.205143182431417,3.332188241223609,2.5469663735181887,4.649182907149199,3.3511875374923057,2.581619226503189
0.21428571428571427,18.55596020915124,3.4601852628491327,2.6486220683103565,4.7683465977617985,3.364383674743604,2.698313092276972
0.21428571428571427,19.90677723587106,3.569860722727191,2.7426180995348837,4.871704889479312,3.3820009295031124,2.7994898430615085
0.2857142857142857,0.9953388617935531,3.426517076170059,2.7417513453948374,4.812516468823111,3.8166528156920645,2.7993799719054375
0.2857142857142857,2.3461558885133753,3.269443370750642,2.5859092396328514,4.6672744071832595,3.715118524357751,2.6484537100892154
0.2857142857142857,3.6969729152331974,3.079621995916116,2.434989421270256,4.500775864549171,3.629572095186568,2.4777246961031834
0.2857142857142857,5.047789941953019,2.840210328164696,2.289670613949941,4.30694278040038,3.557639984996092,2.281237229120452
0.21428571428571427,10.451058048832307,1.8586260709936688,2.026166400905325,3.7166853425122697,3.37969965952624,1.6810474618130822
0.21428571428571427,11.801875075552129,2.402946787753979,2.100749028939194,3.9249700397813574,3.3588786442444407,1.8766417802186002
0.21428571428571427,13.152692102271951,2.7457619825367665,2.2064193681379236,4.149553566838826,3.34631232833098,2.0933825930946064
0.21428571428571427,14.503509128991773,2.990463101954152,2.3225800325887067,4.345288683630493,3.3413416493810386,2.2841863753794924
0.2857142857142857,17.205143182431417,3.297355274832131,2.5384862368311394,4.633670316185464,3.3498265922866666,2.56677446581061
0.2857142857142857,18.55596020915124,3.4244482077731053,2.639054661969367,4.752615325125591,3.3625084490097614,2.683288431272193
0.2857142857142857,19.90677723587106,3.5329108741586746,2.732001509273705,4.855756407133694,3.3795342699111015,2.7842877359353326
0.3571428571428571,0.9953388617935531,3.4265485471438826,2.741773315565152,4.812537701325569,3.8166578885082054,2.799402081752706
0.3571428571428571,2.3461558885133753,3.2697095211104767,2.586027141682091,4.667426498191599,3.715141124963131,2.6486091073984213
0.3571428571428571,3.6969729152331974,3.080602289807378,2.435284037382488,4.501270424812898,3.6296173494751844,2.478222169607032
0.3571428571428571,5.047789941953019,2.8429170300872943,2.2902065765749455,4.3081188314394945,3.5577065743461382,2.28240299733725
0.3571428571428571,6.3986069686728415,2.523698267138224,2.1583482423727376,4.084076066474809,3.497752298591486,2.057775200347316
0.42857142857142855,3.6969729152331974,3.081577228855221,2.435578198239208,4.501763332571034,3.629662581279482,2.4787180236560316
0.42857142857142855,5.047789941953019,2.8455985052459414,2.29074146733071,4.30928889785757,3.5577731369650047,2.283563030180655
0.42857142857142855,6.3986069686728415,2.5303064303649454,2.1591030423598365,4.086321982102062,3.497832463258998,2.059968644918769
0.42857142857142855,7.749423995392664,2.059906301542204,2.0572684056792934,3.8458321365631334,3.4486911617276808,1.821273413243961
0.3571428571428571,7.749423995392664,2.043962183907223,2.0565474477758587,3.842760201972825,3.4486129378139743,1.8183115427269614
0.3571428571428571,9.100241022112485,1.3012674660127905,2.0074013265094934,3.6669812737948253,3.409468110525201,1.6427633251903717
0.3571428571428571,10.451058048832307,1.7389540319713528,2.023622971823989,3.700863700261057,3.379665810408754,1.6664400320447246
0.3571428571428571,11.801875075552129,2.316762028991084,2.094850614333863,3.899245048401777,3.358608541432445,1.8522652909039985
0.3571428571428571,18.55596020915124,3.389317339817998,2.6297722942475454,4.737075864253567,3.3607166352380635,2.6684412413699183
0.3571428571428571,19.90677723587106,3.496746312922645,2.721733814315028,4.8400178093210044,3.377185362861677,2.769279572753147
0.42857142857142855,0.9953388617935531,3.4265799954093903,2.7417952780107027,4.812558923464635,3.816662960414917,2.799424180950693
0.42857142857142855,2.3461558885133753,3.269974972039236,2.586144931788648,4.667578331155912,3.715163716682679,2.6487642463111007
0.3571428571428571,13.152692102271951,2.671760273796795,2.1972837270461847,4.12062863957875,3.3456774339742337,2.06570586287483
0.3571428571428571,14.503509128991773,2.9208324088315094,2.310601784347339,4.315349166925779,3.3401928934414036,2.255470893594709
0.3571428571428571,15.854326155711595,3.110677731419995,2.423280367061117,4.479540690244712,3.3414073210417414,2.4161209767775014
0.3571428571428571,17.205143182431417,3.2629522788768948,2.5302347233129074,4.618328489648341,3.348521820260379,2.552088162396125
0.42857142857142855,9.100241022112485,1.3078860822625298,2.007498072728385,3.66729912999727,3.4095190145566643,1.6431682144524027
0.42857142857142855,10.451058048832307,1.6755953536838677,2.0224156964174047,3.6934093112986783,3.3796524303403004,1.659565313654765
0.42857142857142855,11.801875075552129,2.272383362571791,2.0920091118018806,3.8866726117537804,3.358481671147397,1.840359391920739
0.42857142857142855,13.152692102271951,2.634350771987468,2.1928679947583474,4.106369457713269,3.345376577790174,2.052063894272028
0.42857142857142855,14.503509128991773,2.8860462457526292,2.3048140702624917,4.300575531073719,3.3396488788536964,2.2412987261593407
0.42857142857142855,15.854326155711595,3.0767214144334103,2.4163038504457095,4.464539009902483,3.3405461490856156,2.401734608944331
0.42857142857142855,17.205143182431417,3.2289331884085,2.5221965796570567,4.603149730704507,3.347269026107465,2.5375532525227777
0.42857142857142855,18.55596020915124,3.3547330752091327,2.620753736634844,4.72171943389917,3.359001389981143,2.6537634397880727
0.5,10.451058048832307,1.6096488387513663,2.021249803345431,3.6862596926137337,3.379641310245768,1.652976378586742
0.5,11.801875075552129,2.227041704215795,2.0892363519586956,3.8742966895665583,3.358359957888322,1.828644558045079
0.5,13.152692102271951,2.596618374029133,2.188548354397697,4.092244163798359,3.3450860590283513,2.038551483337402
0.5,14.503509128991773,2.851238233539642,2.2991520723744623,4.2859274320859155,3.339123566686129,2.2272455669684117
0.5,5.047789941953019,2.848255083494266,2.291275289370382,4.310453025461247,3.5578396728019066,2.2847173699144947
0.5,6.3986069686728415,2.536820994758664,2.1598567001319466,4.088555426618385,3.4979126472447963,2.062150498188615
0.5,7.749423995392664,2.075611117712558,2.057992263286902,3.8489150582990894,3.4487696105075414,1.824245997174512
0.5,9.100241022112485,1.3208995767548475,2.0076118464806414,3.667800737538618,3.40957074773667,1.6437404111279557
0.5,15.854326155711595,3.042943286061067,2.4094872829602907,4.44967497589356,3.3397160864928224,2.387476975477589
0.5,17.205143182431417,3.195256607376804,2.5143581398371873,4.588126863148192,3.346064479109716,2.5231631539647137
0.5,18.55596020915124,3.3206427266863705,2.6119801667658016,4.706537785409276,3.357356694234136,2.6392474414779197
0.5,19.90677723587106,3.4264761388115663,2.7021346490018505,4.809133729832767,3.3728002693655585,2.7398113199439957
0.42857142857142855,19.90677723587106,3.4612903679649407,2.7117865286802867,4.824479854884045,3.374943734840395,2.754456811161776
0.5,0.9953388617935531,3.4266114209945298,2.74181723273617,4.812580135249699,3.8166680314126022,2.7994462695089326
0.5,2.3461558885133753,3.270239726515684,2.5862626101137516,4.6677299068687645,3.715186299523333,2.648919127606579
0.5,3.6969729152331974,3.082546857967491,2.4358719048443125,4.502254597314316,3.6297077906077972,2.4792122673256225
0.5714285714285714,0.9953388617935531,3.4266428239272,2.7418391797462296,4.81260133669014,3.8166731015016655,2.799468347436945
0.5714285714285714,2.3461558885133753,3.270503787501437,2.586380176818421,4.667881226119168,3.7152088734920388,2.649073752060747
0.5714285714285714,3.6969729152331974,3.083511221573763,2.43616515819925,4.502744228457647,3.6297529774685904,2.479704909620579
0.5714285714285714,5.047789941953019,2.850887090289944,2.2918080458203733,4.3116112596937946,3.5579061818058406,2.285866058489194
0.5714285714285714,6.3986069686728415,2.543243351071101,2.160609211877733,4.090776408533413,3.497992849938948,2.064320760915149
0.5714285714285714,7.749423995392664,2.091063258389656,2.0587189260100827,3.85200729785444,3.4488482798610325,1.8272277756045952
0.5714285714285714,9.100241022112485,1.3393989457292037,2.00774220969288,3.668478698442734,3.409623289682323,1.6444732979243681
0.5714285714285714,10.451058048832307,1.540950575834343,2.0201241787227304,3.6794148282547163,3.379632378054493,1.6466727330170001
0.5714285714285714,17.205143182431417,3.161885190731166,2.506707110383076,4.573253192299828,3.344904846659699,2.508911729138531
0.5714285714285714,18.55596020915124,3.286999481032303,2.6034348136100207,4.691523174897668,3.3557772255544216,2.624886131116687
0.5714285714285714,19.90677723587106,3.392244906649407,2.6927561008631367,4.793971060923314,3.370746981325952,2.725335386209511
0.6428571428571428,0.9953388617935531,3.4266742042352547,2.7418611190455535,4.812622527795322,3.816678170682511,2.7994904147442403
0.6428571428571428,7.749423995392664,2.1062527953930656,2.059448301802482,3.8551072753555524,3.4489271656093496,1.8302173080779456
0.6428571428571428,9.100241022112485,1.3623849685935863,2.0078887397357277,3.669325724874797,3.4096766208350395,1.6453603625164064
0.6428571428571428,10.451058048832307,1.4693745255064599,2.019037759202571,3.672874383652025,3.3796255654819074,1.6406536049869551
0.6428571428571428,11.801875075552129,2.133118369212501,2.0838886854755643,3.850144940726834,3.358131197131906,1.8057975210231783
0.5714285714285714,11.801875075552129,2.180650873378165,2.0865302103155665,3.862119877600678,3.358243197067546,1.8171231136794894
0.5714285714285714,13.152692102271951,2.558524934119635,2.1843211875705344,4.078251912625885,3.3448053870955468,2.0251679452259124
0.5714285714285714,14.503509128991773,2.81637917091465,2.2936100327486737,4.271401402444094,3.338615927809865,2.2133082910338264
0.5714285714285714,15.854326155711595,3.0093124294473994,2.4028220319859916,4.434943293374039,3.3389151965406203,2.37334324215408
0.6428571428571428,2.3461558885133753,3.270767157941084,2.5864976320634616,4.668032289692593,3.7152314385957412,2.649228120446078
0.6428571428571428,3.6969729152331974,3.0844703636309756,2.436457959303025,4.503232235340849,3.6297981418704564,2.480195959475676
0.6428571428571428,5.047789941953019,2.85349484669885,2.2923397397811947,4.312763645634792,3.557972663925628,2.287009137540906
0.6428571428571428,6.3986069686728415,2.5495749105724848,2.1613605738587904,4.092984941238314,3.4980730707371723,2.066479438462879
0.6428571428571428,13.152692102271951,2.5200319584689437,2.1801831287842366,4.064392145655994,3.3445341078553414,2.0119128550951917
0.6428571428571428,14.503509128991773,2.7814411142009874,2.2881826536893484,4.256994300529726,3.3381250199627286,2.199484072926584
0.6428571428571428,15.854326155711595,2.9758002709125435,2.3963002314460344,4.420339052788019,3.3381417245150606,2.3593289293442843
0.6428571428571428,17.205143182431417,3.1287851445058017,2.4992323913897043,4.558522468975878,3.343787139323492,2.4947932513176134
0.6428571428571428,18.55596020915124,3.253761579057924,2.5951026668850354,4.676668333794182,3.3542582541893022,2.6106728342803094
0.6428571428571428,19.90677723587106,3.358544876879193,2.68363129287272,4.7789839145890225,3.3687768366252935,2.7110217105991157
0.7142857142857142,0.9953388617935531,3.4267055619464957,2.7418830506388114,4.812643708574602,3.8166832389555405,2.799512471440312
0.7142857142857142,2.3461558885133753,3.271029840762312,2.586614976009466,4.668183098370994,3.715253994841396,2.649382233531646
0.7142857142857142,3.6969729152331974,3.085424327629011,2.436750309152229,4.50371862722941,3.6298432838221117,2.4806854257563775
0.7142857142857142,5.047789941953019,2.8560786694044715,2.2928703743282806,4.3139102280000285,3.558039119109951,2.2881466483908657
0.7142857142857142,6.3986069686728415,2.55581709918857,2.1621107824099406,4.095181042710098,3.4981533090408004,2.06862654053623
0.7142857142857142,7.749423995392664,2.1211727040240236,2.060180301060804,3.858213496270019,3.4490062636823655,1.8332132291075995
0.7142857142857142,9.100241022112485,1.3888653760327692,2.008051028592024,3.6703346509067694,3.4097307224116165,1.6463952064955822
0.7142857142857142,10.451058048832307,1.3948708556225915,2.017989528525914,3.6666376945883288,3.37962080775468,1.6349179370200346
0.7142857142857142,11.801875075552129,2.0843448657162713,2.0813098891250723,3.8383747941089617,3.3580237784484446,1.7946703626370013
0.7142857142857142,13.152692102271951,2.4811005560218122,2.176131042001847,4.050664578293153,3.344271800050138,1.9987860360494625
0.7142857142857142,14.503509128991773,2.7463972858810095,2.2828650499500944,4.242703291072905,3.3376499781567266,2.1857703687203163
0.7142857142857142,15.854326155711595,2.9423803614089703,2.3899146936621523,4.405857701965603,3.337394075472617,2.345429886233231
0.7142857142857142,17.205143182431417,3.095925821246474,2.4919239262451165,4.543928856486464,3.342708665104473,2.4808023738168976
0.7142857142857142,18.55596020915124,3.2208916541423984,2.5869702370255987,4.661966439263432,3.3527955579630326,2.596601288978462
0.7142857142857142,19.90677723587106,3.325330175091238,2.674742753911028,4.764164786774628,3.3668836065688903,2.696863395173888
0.7857142857142857,0.9953388617935531,3.4267368970886793,2.741904974530667,4.8126648790373165,3.8166883063211587,2.799534517534644
0.7857142857142857,2.3461558885133753,3.271291838876021,2.5867322088168136,4.668333652932828,3.715276542235961,2.64953609208315
0.7857142857142857,3.6969729152331974,3.0863731565962125,2.4370422087410426,4.504203413315221,3.6298884033324046,2.481173317259494
0.7857142857142857,5.047789941953019,2.858638870722109,2.2933999525127735,4.315051051141581,3.5581055473073877,2.2892786320449194
0.7857142857142857,6.3986069686728415,2.561971352325108,2.162859833939493,4.097364735231526,3.4982335642567266,2.0707620809267993
0.7857142857142857,7.749423995392664,2.135818395690146,2.0609148365311936,3.8613245474523796,3.4490855701138963,1.8362142448171026
0.7857142857142857,9.100241022112485,1.4179245133132232,2.008228682083936,3.67149844308059,3.4097855763589693,1.6475715533765212
0.7857142857142857,10.451058048832307,1.3175292339124611,2.0169785143641157,3.6607037586022253,3.379618043360505,1.6294643807715923
0.7857142857142857,11.801875075552129,2.034223801091142,2.0787920370138924,3.8268124841983187,3.3579207723068976,1.783744323945539
0.7857142857142857,13.152692102271951,2.4416914345107505,2.17216199984375,4.03706918824297,3.344018072152182,1.9857875480596665
0.7857142857142857,14.503509128991773,2.7112220210504705,2.277652707029861,4.228525827754085,3.337190006376746,2.1721648999077554
0.7857142857142857,15.854326155711595,2.9090282076144423,2.3836588336800446,4.3914950211507,3.336670795307246,2.3316422677703446
0.7857142857142857,17.205143182431417,3.0632793936609337,2.484772574637292,4.5294669005254615,3.34166699110787,2.466934101971961
0.7857142857142857,18.55596020915124,3.1883561966238902,2.5790253553572677,4.647411085397499,3.3513853519744075,2.5826656182492225
0.7857142857142857,19.90677723587106,3.2925600394801604,2.666074835348645,4.749506587316811,3.3650617492110495,2.6828539270408394
0.8571428571428571,0.9953388617935531,3.426768209689513,2.7419268907257814,4.812686039192795,3.816693372779768,2.799556553036704
0.8571428571428571,2.3461558885133753,3.271553155176446,2.5868493306456672,4.668483954153074,3.7152990807863997,2.649689696862927
0.8571428571428571,3.6969729152331974,3.0873168931048474,2.4373336590612644,4.504686602717304,3.629933500410305,2.4816596427138493
0.8571428571428571,5.047789941953019,2.861175758617419,2.293928477362282,4.316186159048094,3.558171948466449,2.2904051291932377
0.8571428571428571,11.801875075552129,1.9826411478357697,2.0763334408088214,3.815461169482364,3.3578220200245497,1.7730221756344235
0.8571428571428571,13.152692102271951,2.401764953448415,2.1682732650818526,4.023606204775816,3.343772559583177,1.9729176777025357
0.8571428571428571,14.503509128991773,2.6758907525050573,2.2725414446345864,4.214459637697759,3.33674437036651,2.1586656390483916
0.8571428571428571,15.854326155711595,2.8757211472895365,2.3775266039744776,4.377247100632528,3.3359705545474507,2.317962514037118
0.8571428571428571,6.3986069686728415,2.5680391103076263,2.1636077249294625,4.099536045125738,3.4983138357973758,2.0728860772734716
0.8571428571428571,7.749423995392664,2.150187316711901,2.0616518232207555,3.864439093344226,3.449165081037269,1.839219129709035
0.8571428571428571,9.100241022112485,1.4487632114246363,2.0084213191540505,3.672810209784747,3.409841165312197,1.6488832556762791
0.8571428571428571,10.451058048832307,1.237680860365947,2.0160037854259865,3.655071228855964,3.3796172138199343,1.6242912937096947
0.8571428571428571,17.205143182431417,3.030820593494979,2.4777700045795195,4.515131501770105,3.340659911206277,2.4531837677070634
0.8571428571428571,18.55596020915124,3.1561251194204796,2.5712570065407516,4.6329962557079405,3.350024230098864,2.568860304201244
0.8571428571428571,19.90677723587106,3.260198167512442,2.657613464527984,4.735002621261468,3.3633063118434223,2.6689871597047023
0.9285714285714285,0.9953388617935531,3.4267994997766564,2.7419487992288105,4.812707189050351,3.8166984383317706,2.799578577955951
0.9285714285714285,2.3461558885133753,3.271813792541273,2.586966341655979,4.668634002803259,3.7153216104996782,2.6498430486299775
0.9285714285714285,3.6969729152331974,3.0882555792765123,2.4376246611023182,4.5051682044825325,3.6299785750649116,2.482144410780928
0.9285714285714285,5.047789941953019,2.8636896367288958,2.2944559518816043,4.3173155953452,3.5582383225356096,2.291526180210179
0.9285714285714285,6.3986069686728415,2.574021814371799,2.164354451935745,4.101695002504857,3.498394123080656,2.0749985508347413
0.9285714285714285,7.749423995392664,2.1642786050701295,2.062391178313904,3.867555872325735,3.44924479268113,1.842226723558444
0.9285714285714285,9.100241022112485,1.4807137620490718,2.0086285711959677,3.6742632094702725,3.40989747255571,1.650324301089679
0.9285714285714285,10.451058048832307,1.1560572837655685,2.0150644488033063,3.649738410475377,3.3796182634779495,1.619396737807754
0.9285714285714285,11.801875075552129,1.9294755012132343,2.073932500721112,3.8043241009499846,3.3577273721411385,1.7625067559162095
0.9285714285714285,13.152692102271951,2.3612812500616807,2.1644622741266923,4.010276098742237,3.343534922251766,1.9601769285790185
0.9285714285714285,14.503509128991773,2.640380036647478,2.2675273845450463,4.200502707631363,3.336312391334693,2.1452707969376483
0.9285714285714285,15.854326155711595,2.8424382652025413,2.3715124378468784,4.3631103206919795,3.335292134422135,2.304387331758777
0.9285714285714285,17.205143182431417,2.9985265057524537,2.4709086000870797,4.500917890986661,3.3396854186075293,2.439547006478149
1.0,3.6969729152331974,3.0891892567874777,2.4379152158512687,4.50564822758634,3.630023627305449,2.4826276300555246
1.0,5.047789941953019,2.86618080439391,2.294982379053432,4.318439403296131,3.5583046694633347,2.292641825154337
1.0,6.3986069686728415,2.5799209031463106,2.1651000115882346,4.103841641031781,3.4984744255299316,2.0770995262725798
1.0,7.749423995392664,2.178092797558133,2.0631328210931823,3.870673693215215,3.4493247013655144,1.8452359284283886
0.9285714285714285,18.55596020915124,3.124171406165906,2.5636551871075928,4.6187162971926705,3.348709115973862,2.555180163688999
0.9285714285714285,19.90677723587106,3.2282121853073495,2.649345939318276,4.7206465687280454,3.3616128502858467,2.655257293477144
1.0,0.9953388617935531,3.4268307673777216,2.7419707000444085,4.812728328619287,3.8167035029775693,2.7996005923018292
1.0,2.3461558885133753,3.272073753831758,2.5870832420074805,4.668783799651467,3.7153441313827713,2.64999614813998
1.0,19.90677723587106,3.1965732156717888,2.641260755292348,4.706432464270814,3.3599773615005026,2.641658855715379
1.0,9.100241022112485,1.5132376240841798,2.008850081430364,3.675850857741197,3.40995448198714,1.6518888177899709
1.0,10.451058048832307,1.0740232016415578,2.0141596475318084,3.6447032593469793,3.3796211393133033,1.6147784802130338
1.0,11.801875075552129,1.8745987032263642,2.071587698821267,3.7934046022514702,3.357636687693131,1.7522009526524394
