dataset_id,metric,paper_value,paper_units,target_id,notes,unified_value,relative_error,status
DATA1_511.12,nrmse.cF,,,,,0.01765537081821137,,MISSING_VALUE
DATA1_511.12,nrmse.cV,,,,,0.08376972756760456,,MISSING_VALUE
DATA1_511.12,nrmse.mass,,,,,0.033520024498215006,,MISSING_VALUE
DATA1_511.12,nrmse.pass_threshold,,,,,0.05,,MISSING_VALUE
DATA1_511.12,rmse.cF,,,,,,,MISSING_VALUE
DATA1_511.12,rmse.cV,,,,,1.2004516431157324,,MISSING_VALUE
DATA1_511.12,rmse.mass,,,,,,,MISSING_VALUE
