B,Lp,Obj_mass,Obj_concentration,Obj_retentate_concentration
0.0,0.5,-1.0743063858582704,-0.33819221549541667,0.7403775994286409
0.0,0.6408163265306123,-1.109766716340672,-0.2837591035777119,0.7125118125413822
0.0,0.7816326530612245,-1.146682731801176,-0.24541263037386965,0.6829584478173094
0.0,0.9224489795918367,-1.1851809858556002,-0.21766935857467706,0.651539014696794
0.0,1.063265306122449,-1.225403669953092,-0.19709908609748222,0.6180477136450713
0.0,1.2040816326530612,-1.2675119118388378,-0.18150242937334218,0.5822450631443997
0.0,1.3448979591836734,-1.3116896320644005,-0.16943277549295177,0.543849848193841
0.0,1.4857142857142858,-1.3581482073679945,-0.159915938805238,0.5025286968932262
0.0,1.626530612244898,-1.4071322328169906,-0.15228173534222558,0.45788230715048345
0.0,1.76734693877551,-1.4589267506520285,-0.1460601118181476,0.40942688479982603
0.0,1.9081632653061225,-1.5138664286819437,-0.1409155001232616,0.35656861651771155
0.0,2.0489795918367344,-1.5723473336374338,-0.13660439938262556,0.2985677414823492
0.0,2.1897959183673468,-1.6348421704119243,-0.13294741548068734,0.23448669461978253
0.0,2.330612244897959,-1.7019201535549353,-0.12981049580140072,0.1631129838359107
0.0,2.4714285714285715,-1.7742730386282026,-0.1270921280987723,0.08284043049210725
0.0,2.6122448979591835,-1.8527491875158457,-0.12471447276802236,-0.008521538169452315
0.0,2.753061224489796,-1.9383975849853419,-0.12261713415477221,-0.11407010101197777
0.0,2.8938775510204082,-2.0325225049856384,-0.12075272781085113,-0.2383892667142104
0.0,3.03469387755102,-2.13674409926762,-0.11908368530607734,-0.3886842410582222
0.0,3.1755102040816325,-2.253041411732981,-0.11757992477793507,-0.5772582767831673
0.0,3.316326530612245,-2.3836934067552,-0.1162171333694597,-0.8278489051947931
0.0,3.457142857142857,-2.5308385198127676,-0.11497548716056136,-1.1964722129876275
0.0,3.5979591836734692,-2.6947611093902384,-0.11383868774159235,-1.8842301456451673
0.0,3.7387755102040816,-2.868329040099986,-0.11279322984129479,-3.088759303580071
0.0,3.8795918367346935,-3.0229993798506674,-0.11182783974733654,-1.506672787858825
0.0,4.020408163265306,-3.0963437191151804,-0.11093304064297617,-0.9636023511842029
0.0,4.161224489795918,-3.0405860630003767,-0.11010081360072009,-0.6218794002105025
0.0,4.302040816326531,-2.8940392795631174,-0.10932433088699546,-0.3693030297861085
0.0,4.442857142857143,-2.7220914505145615,-0.10859774471779983,-0.16720168134233543
0.0,4.5836734693877546,-2.557629033533564,-0.10791601861678295,0.0024275687251861613
0.0,4.724489795918367,-2.4096225576159087,-0.1072747919260542,0.1494466705554094
0.0,4.865306122448979,-2.2783265955696415,-0.10667027019465189,0.2798504181783261
0.0,5.006122448979592,-2.161706206682561,-0.10609913597383122,0.39755874672937797
0.0,5.146938775510204,-2.057462395118162,-0.1055584757931987,0.5052777304814581
0.0,5.2877551020408164,-1.9635695087611043,-0.10504571999149204,0.6049558551616412
0.0,5.428571428571429,-1.878362021547784,-0.10455859297420447,0.6980443938542131
0.0,5.56938775510204,-1.8004980513810886,-0.10409507173959484,0.7856547202472202
0.0,5.710204081632653,-1.7288990747537971,-0.10365335125378682,0.8686581542770561
0.0,5.851020408163265,-1.6626939828237268,-0.10323181533988433,0.9477516463940721
0.0,5.9918367346938775,-1.601173621158816,-0.10282901209661667,1.0235025243637093
0.0,6.13265306122449,-1.543755505088539,-0.10244363308092036,1.0963799828972833
0.0,6.273469387755102,-1.4899568287894052,-0.10207449556811525,1.1667775011128583
0.0,6.414285714285714,-1.4393738706606543,-0.10172052741144466,1.2350293049764234
0.0,6.555102040816326,-1.3916662273465925,-0.10138075403440937,1.301422797026641
0.0,6.6959183673469385,-1.3465446468049864,-0.10105428724128686,1.3662078600806324
0.0,6.836734693877551,-1.3037615736799602,-0.10074031554550739,1.4296041045440682
0.0,6.977551020408163,-1.2631037346364553,-0.1004380957897576,1.4918065407349332
0.0,7.118367346938776,-1.2243862741398746,-0.10014694584196353,1.5529900642574643
