B,Lp,Obj_mass,Obj_concentration,Obj_retentate_concentration
0.0,0.5,-1.071587727557579,-0.343257568815608,0.7425058470347563
0.0,0.6408163265306123,-1.1060686403296698,-0.288357666613118,0.7154616212719563
0.0,0.7816326530612245,-1.1418979716879272,-0.24948485037376802,0.6868492738635305
0.0,0.9224489795918367,-1.1791900019963613,-0.22124119413655902,0.6565085323682981
0.0,1.063265306122449,-1.218071667972672,-0.20022595188396233,0.6242563964237491
0.0,1.2040816326530612,-1.2586855314023573,-0.18424584668415572,0.5898817522671105
0.0,1.3448979591836734,-1.3011930699022105,-0.17185086908458344,0.553138772852119
0.0,1.4857142857142858,-1.3457785224982177,-0.1620600321623132,0.5137385595607599
0.0,1.626530612244898,-1.3926535342194655,-0.15419563746141152,0.47133829772952424
0.0,1.76734693877551,-1.4420628859134554,-0.147780547298878,0.4255268930088367
0.0,1.9081632653061225,-1.4942916693279213,-0.14247296404520451,0.37580556971395906
0.0,2.0489795918367344,-1.5496743755960185,-0.13802409943999855,0.32156109680945144
0.0,2.1897959183673468,-1.6086065205706426,-0.13425016241010265,0.2620279983062479
0.0,2.330612244897959,-1.6715596355753106,-0.1310134848331807,0.19623377920468066
0.0,2.4714285714285715,-1.7391007173694717,-0.12820959782345515,0.12291710804247681
0.0,2.6122448979591835,-1.8119175258675306,-0.1257582513400624,0.040401109865688824
0.0,2.753061224489796,-1.8908513447775204,-0.12359708469336317,-0.05361141110675076
0.0,2.8938775510204082,-1.9769386017907253,-0.12167710929916406,-0.16238682705098673
0.0,3.03469387755102,-2.0714609855674597,-0.11995944432472136,-0.29079542570296674
0.0,3.1755102040816325,-2.1759970679725527,-0.11841293075360389,-0.44656944268513676
0.0,3.316326530612245,-2.2924469612518172,-0.11701236842509576,-0.6431025595847808
0.0,3.457142857142857,-2.4229345484751232,-0.11573719960779202,-0.9068176540461225
0.0,3.5979591836734692,-2.56928449844786,-0.11457051655038407,-1.3026241252374824
0.0,3.7387755102040816,-2.7311480027333004,-0.11349830580197517,-2.089432669039775
0.0,3.8795918367346935,-2.9002655742229377,-0.11250886795211863,-2.654080703736253
0.0,4.020408163265306,-3.047142900344462,-0.11159236814423357,-1.4473843770951753
0.0,4.161224489795918,-3.112242862573125,-0.11074048496423022,-0.9485722223435006
0.0,4.302040816326531,-3.0547390868454465,-0.10994613411164562,-0.624816571654903
0.0,4.442857142857143,-2.912527165099594,-0.10920324928647034,-0.3824508650062938
0.0,4.5836734693877546,-2.745974081773451,-0.1085066071903698,-0.18725935174088554
0.0,4.724489795918367,-2.5859348910815294,-0.10785168682741768,-0.022852669456073473
0.0,4.865306122448979,-2.441280165078133,-0.10723455563110777,0.1199031525498094
0.0,5.006122448979592,-2.312549929308396,-0.10665177679086393,0.24662505704947654
0.0,5.146938775510204,-2.197962481105496,-0.10610033329514772,0.3610158994617346
0.0,5.2877551020408164,-2.0953924445866283,-0.10557756541818479,0.46564719884668515
0.0,5.428571428571429,-2.002927453258874,-0.10508111892951937,0.56237852822697
0.0,5.56938775510204,-1.918976106030323,-0.10460890200852038,0.6525989735254278
0.0,5.710204081632653,-1.8422459737470613,-0.10415904919748979,0.737374301566906
0.0,5.851020408163265,-1.7716923209011162,-0.10372989111875466,0.8175407089581886
0.0,5.9918367346938775,-1.706467688133464,-0.10331992891018348,0.893766859898028
0.0,6.13265306122449,-1.6458798632300216,-0.10292781256961414,0.9665964625107518
0.0,6.273469387755102,-1.5893587480114069,-0.10255232249655476,1.0364779745930706
0.0,6.414285714285714,-1.5364307632936332,-0.10219235373967493,1.103786081580893
