Lp,B,sigma,Obj_mass,Obj_concentration,Obj_retentate_concentration
0.8984306573485308,8.704263126054249,0.2222222222222222,4.374687205419896,3.9810460485036065,4.105871133811361
0.8984306573485308,8.704263126054249,0.3333333333333333,4.375268906765299,3.9826874303221547,4.107174243613425
0.8984306573485308,8.704263126054249,0.4444444444444444,4.375845130760641,3.9843151347546555,4.108465818868591
0.8984306573485308,8.704263126054249,0.5555555555555556,4.376415939001192,3.985929291649705,4.109745982164984
0.8984306573485308,8.704263126054249,0.6666666666666666,4.3769813924367575,3.987530029915551,4.111014854879908
0.8984306573485308,8.704263126054249,0.7777777777777777,4.377541551373507,3.989117477520254,4.112272557196073
0.8984306573485308,8.704263126054249,0.8888888888888888,4.37809647547601,3.9906917614789936,4.1135192080970215
0.8984306573485308,8.704263126054249,1.0,4.378646223769516,3.992253007847566,4.11475492537157
0.8984306573485308,12.36257661381618,0.0,4.373507121061663,4.001483792214358,4.09585699578092
0.8984306573485308,12.36257661381618,0.1111111111111111,4.3739346793291025,4.002633802948463,4.096870969377231
0.8984306573485308,12.36257661381618,0.2222222222222222,4.374359268355074,4.003776408548542,4.09787807000675
0.8984306573485308,12.36257661381618,0.3333333333333333,4.374780913163864,4.004911666710911,4.098878356023012
0.8984306573485308,12.36257661381618,0.4444444444444444,4.375199638577738,4.00603963470483,4.099871885264231
0.8984306573485308,12.36257661381618,0.5555555555555556,4.375615469217517,4.007160369373387,4.1008587150562645
0.8984306573485308,12.36257661381618,0.6666666666666666,4.376028429503219,4.008273927139178,4.101838902223236
0.8984306573485308,12.36257661381618,0.7777777777777777,4.376438543654679,4.009380363993865,4.10281250307202
0.8984306573485308,12.36257661381618,0.8888888888888888,4.376845835692289,4.010479735512276,4.103779573416297
0.8984306573485308,12.36257661381618,1.0,4.377250329437703,4.011572096847106,4.104740168569209
0.8984306573485308,16.02089010157811,0.0,4.373507121061663,4.0145407663557515,4.091680171829905
0.8984306573485308,16.02089010157811,0.1111111111111111,4.373841465575101,4.015417096620065,4.092499010122839
0.8984306573485308,16.02089010157811,0.2222222222222222,4.374173975388823,4.016288840995017,4.093313373335664
0.8984306573485308,16.02089010157811,0.3333333333333333,4.374504662861358,4.017156029485084,4.094123292820021
0.8984306573485308,1.3876361505303878,0.0,4.373507121061663,3.6023927849660167,4.189835192340155
0.8984306573485308,1.3876361505303878,0.1111111111111111,4.376123462057085,3.615035438171527,4.192295186736057
0.8984306573485308,1.3876361505303878,0.2222222222222222,4.378656374408505,3.627459058022931,4.194728153007671
0.8984306573485308,1.3876361505303878,0.3333333333333333,4.381107869269761,3.6396602316175386,4.197132448637839
0.8984306573485308,1.3876361505303878,0.4444444444444444,4.383479991891274,3.651636117608042,4.199506562532485
0.8984306573485308,1.3876361505303878,0.5555555555555556,4.38577481466972,3.6633844434359433,4.201849118784596
0.8984306573485308,1.3876361505303878,0.6666666666666666,4.38799443010233,3.674903497579187,4.204158878829199
0.8984306573485308,1.3876361505303878,0.7777777777777777,4.39014094375407,3.6861921169687526,4.206434741875931
0.8984306573485308,1.3876361505303878,0.8888888888888888,4.39221646734327,3.697249670448076,4.208675744137519
0.8984306573485308,1.3876361505303878,1.0,4.394223112032848,3.708076038307302,4.2108810565564765
0.8984306573485308,5.045949638292319,0.0,4.373507121061663,3.9209212634087742,4.119737018842684
0.8984306573485308,5.045949638292319,0.1111111111111111,4.374473613001871,3.9239357982873804,4.121622890557121
0.8984306573485308,5.045949638292319,0.2222222222222222,4.375425855561191,3.9269148228409754,4.123485020507388
0.8984306573485308,5.045949638292319,0.3333333333333333,4.376364085097282,3.929858720964498,4.125323713472153
0.8984306573485308,5.045949638292319,0.4444444444444444,4.377288534816134,3.932767877805904,4.1271392730869465
0.8984306573485308,5.045949638292319,0.5555555555555556,4.3781994347504485,3.935642679449175,4.128932001683556
0.8984306573485308,5.045949638292319,0.6666666666666666,4.379097011742337,3.9384835125731485,4.130702200083422
0.8984306573485308,5.045949638292319,0.7777777777777777,4.37998148943054,3.941290764181379,4.132450167484635
0.8984306573485308,5.045949638292319,0.8888888888888888,4.380853088241488,3.944064821301134,4.134176201293239
0.8984306573485308,5.045949638292319,1.0,4.381712025384251,3.9468060707144943,4.135880596991186
0.8984306573485308,8.704263126054249,0.0,4.373507121061663,3.9777217287113307,4.103229814214653
0.8984306573485308,8.704263126054249,0.1111111111111111,4.374099964482188,3.9793908585285536,4.104556365675786
0.8984306573485308,23.33751707710197,0.6666666666666666,4.374890670797546,4.032015514647317,4.090622892438011
0.8984306573485308,23.33751707710197,0.7777777777777777,4.375118163452546,4.03259539683928,4.091199410229245
0.8984306573485308,23.33751707710197,0.8888888888888888,4.3753447819998295,4.033173088419396,4.091773678404934
0.8984306573485308,23.33751707710197,1.0,4.375570530635176,4.033748600101572,4.092345708504757
0.8984306573485308,26.9958305648639,0.0,4.373507121061663,4.032651831839275,4.085733017087959
0.8984306573485308,26.9958305648639,0.1111111111111111,4.373709259787702,4.033162506310674,4.086250810653295
0.8984306573485308,26.9958305648639,0.2222222222222222,4.373910718065185,4.033671472496793,4.0867668199794345
0.8984306573485308,26.9958305648639,0.3333333333333333,4.374111498749603,4.034178737839003,4.087281053181274
0.8984306573485308,26.9958305648639,0.4444444444444444,4.3743116046844355,4.034684309741971,4.0877935183308285
0.8984306573485308,26.9958305648639,0.5555555555555556,4.3745110387011685,4.0351881955738085,4.0883042234574285
0.8984306573485308,26.9958305648639,0.6666666666666666,4.374709803619328,4.0356904026662646,4.088813176547968
0.8984306573485308,26.9958305648639,0.7777777777777777,4.374907902246499,4.036190938314874,4.089320385547093
0.8984306573485308,26.9958305648639,0.8888888888888888,4.375105337378357,4.036689809779131,4.089825858357415
0.8984306573485308,26.9958305648639,1.0,4.3753021117987,4.037187024285099,4.09032960284383
0.8984306573485308,30.65414405262583,0.0,4.373507121061663,4.035827787337678,4.0846712512489844
0.8984306573485308,30.65414405262583,0.1111111111111111,4.373685719550656,4.036276038973465,4.085132377668181
0.8984306573485308,30.65414405262583,0.2222222222222222,4.373863785483145,4.036722952357644,4.085592089850131
0.8984306573485308,30.65414405262583,0.3333333333333333,4.374041320844071,4.037168532727294,4.086050393547244
0.8984306573485308,30.65414405262583,0.4444444444444444,4.37421832761093,4.037612785295999,4.0865072944845
0.8984306573485308,30.65414405262583,0.5555555555555556,4.374394807753785,4.0380557152539405,4.086962798359569
0.8984306573485308,30.65414405262583,0.6666666666666666,4.374570763235276,4.038497327768011,4.08741691084296
0.8984306573485308,30.65414405262583,0.7777777777777777,4.37474619601064,4.038937627981902,4.087869637578127
2.117729406607251,5.045949638292319,0.2222222222222222,4.219789288704745,3.506884428336643,3.883986001750833
2.117729406607251,5.045949638292319,0.3333333333333333,4.224441237540817,3.517331215918118,3.8902818701896726
2.117729406607251,5.045949638292319,0.4444444444444444,4.228981210279579,3.52762038844134,3.896471830483005
2.117729406607251,5.045949638292319,0.5555555555555556,4.233411669741328,3.5377525488255244,3.902556889921536
2.117729406607251,5.045949638292319,0.6666666666666666,4.237735066103042,3.5477284027404834,3.908538096244267
2.117729406607251,5.045949638292319,0.7777777777777777,4.241953833228287,3.5575487560232992,3.9144165363459877
2.117729406607251,5.045949638292319,0.8888888888888888,4.246070385338452,3.567214511621583,3.92019333464846
2.117729406607251,5.045949638292319,1.0,4.250087114003092,3.5767266662337946,3.9258696513097973
2.117729406607251,8.704263126054249,0.0,4.210139572888643,3.5763906436096375,3.797158542191718
2.117729406607251,8.704263126054249,0.1111111111111111,4.213245356824704,3.5832155352342108,3.802663479822194
2.117729406607251,8.704263126054249,0.2222222222222222,4.216301884532712,3.589954114465366,3.808090569379651
2.117729406607251,8.704263126054249,0.3333333333333333,4.21930984327834,3.5966073041495914,3.8134409055821346
2.117729406607251,8.704263126054249,0.4444444444444444,4.222269923227245,3.6031760270460973,3.8187155726155693
2.117729406607251,8.704263126054249,0.5555555555555556,4.225182816412438,3.609661205710247,3.823915644265566
