dataset_id,metric,unified_value
DATA2_270511.123,objective,10886.25774952387
DATA2_270511.123,theta.Lp,9.062789051076873
DATA2_270511.123,theta.beta_0,5.0
DATA2_270511.123,theta.beta_1,0.1
DATA2_270611.123,objective,8312.799822187275
DATA2_270611.123,theta.Lp,8.50908721983539
DATA2_270611.123,theta.beta_0,5.0
DATA2_270611.123,theta.beta_1,0.1
