run_id,variant,data_file
270611.121,,/Users/kkasturi/GitHub/keshav-dev-dynamic-diafiltration-pyomo/legacy/data1_matlab/data_library/data_stru-dataset270611.121.mat
270711.121,,/Users/kkasturi/GitHub/keshav-dev-dynamic-diafiltration-pyomo/legacy/data1_matlab/data_library/data_stru-dataset270711.121.mat
270511.123,,/Users/kkasturi/GitHub/keshav-dev-dynamic-diafiltration-pyomo/legacy/data1_matlab/data_library/data_stru-dataset270511.123.mat
